Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Rainfall(mm),Snowfall (cm),Seasons,Holiday,hour diff,Functioning Day,rental_cnt
4,31.21,51,3.6,10000.0,19.87,0.0,0.0,2,1,59092.0,1,920
17,24.29,69,2.57,10000.0,18.24,0.0,0.0,2,1,59105.0,1,11267
11,27.79,94,2.57,10000.0,26.73,0.0,0.0,2,1,59051.0,1,4652
18,27.48,100,1.54,6000.0,27.48,0.0,0.0,2,1,58482.0,1,12485
13,27.45,89,0.75,9150.339366515836,25.47,0.0,0.0,2,1,58765.0,1,4145
13,26.75,65,3.6,10000.0,19.62,0.0,0.0,2,1,59125.0,1,4531
12,27.94,94,2.57,10000.0,26.88,0.0,0.0,2,1,58596.0,1,4388
18,25.83,94,1.17,9150.339366515836,24.79,0.0,0.0,2,1,58986.0,1,13640
23,28.63,84,2.57,10000.0,25.66,0.0,0.0,2,1,58847.0,1,3865
14,24.03,100,1.03,10000.0,24.03,0.0,0.0,2,1,59174.0,1,5721
4,31.21,51,3.6,10000.0,19.87,0.0,0.0,2,1,59092.0,1,920
3,26.29,50,4.12,10000.0,15.05,0.0,0.0,0,1,59859.0,1,1348
17,19.22,100,2.06,10000.0,19.22,0.0,0.0,0,1,59801.0,1,13018
19,22.29,73,3.09,10000.0,17.22,0.0,0.0,0,1,59251.0,1,11936
4,29.36,74,4.39,9150.339366515836,24.24,0.0,0.0,0,1,59524.0,1,813
16,26.62,95,2.57,4000.0,25.75,0.0,0.0,0,1,59440.0,1,6760
14,25.03,100,2.57,10000.0,25.03,0.15,0.0,0,1,59462.0,1,654
23,23.28,100,1.03,5000.0,23.28,0.0,0.0,0,1,59351.0,1,5018
1,25.96,100,1.54,7000.0,25.96,2.34,0.0,0,1,59449.0,1,954
18,25.66,89,2.06,10000.0,23.71,0.0,0.0,0,0,59610.0,1,8209
7,27.12,49,4.63,10000.0,15.49,0.0,0.0,0,1,59887.0,1,10388
16,23.98,69,4.63,10000.0,17.95,0.0,0.0,0,1,59224.0,1,8099
1,28.31,89,1.03,10000.0,26.32,0.0,0.0,0,0,59569.0,1,1657
5,26.57,91,1.54,9150.339366515836,24.98,0.24,0.0,0,1,59453.0,1,743
8,25.18,38,1.54,10000.0,9.87,0.0,0.0,0,1,59744.0,1,14305
21,17.91,82,4.12,10000.0,14.8,0.18,0.0,0,1,59685.0,1,7807
20,22.7,88,2.57,10000.0,20.61,0.0,0.0,0,1,59324.0,1,8791
6,27.54,51,4.63,10000.0,16.5,0.0,0.0,0,1,59838.0,1,2053
14,24.14,73,1.54,10000.0,19.0,0.0,0.0,0,1,59222.0,1,5021
2,30.48,66,2.06,10000.0,23.41,0.0,0.0,0,1,59378.0,1,940
6,27.27,54,3.6,10000.0,17.15,0.16,0.0,0,1,59814.0,1,4367
5,31.21,71,0.93,9150.339366515836,25.32,0.0,0.0,0,1,59621.0,1,1681
11,25.66,73,2.57,10000.0,20.46,0.0,0.0,0,1,59243.0,1,5244
6,24.41,78,3.09,10000.0,20.33,0.25,0.0,0,1,59214.0,1,2072
6,26.59,100,4.12,5000.0,26.59,0.16,0.0,0,1,59454.0,1,871
12,25.92,78,2.06,10000.0,21.79,0.0,0.0,0,1,59412.0,1,4969
8,28.86,65,4.12,10000.0,21.62,0.0,0.0,0,1,59336.0,1,5149
10,25.16,78,2.06,10000.0,21.05,0.0,0.0,0,1,59338.0,1,5892
21,25.41,100,1.03,7000.0,25.41,0.0,0.0,0,0,59589.0,1,5746
11,20.78,83,0.51,10000.0,17.79,0.0,0.0,0,1,59891.0,1,5737
5,30.92,48,2.57,10000.0,18.63,0.0,0.0,0,1,59261.0,1,2138
12,27.35,92,1.03,7000.0,25.93,0.16,0.0,0,1,59436.0,1,4821
9,28.95,54,4.63,10000.0,18.71,0.0,0.0,0,1,59241.0,1,6961
4,20.54,87,3.72,9150.339366515836,18.3,0.29,0.0,0,1,59668.0,1,176
6,28.3,48,3.09,10000.0,16.25,0.0,0.0,0,1,59862.0,1,1701
20,21.56,78,2.57,10000.0,17.56,0.0,0.0,0,1,59252.0,1,10403
11,25.92,97,2.57,10000.0,25.41,1.06,0.0,0,1,59483.0,1,2986
19,22.54,100,0.51,4000.0,22.54,0.0,0.0,0,1,59347.0,1,9330
17,16.35,72,2.06,10000.0,11.3,0.0,0.0,0,1,59729.0,1,13782
13,26.29,100,1.03,10000.0,26.29,0.0,0.0,0,1,59509.0,1,6131
23,24.27,50,3.6,10000.0,13.19,0.0,0.0,0,1,59231.0,1,4293
2,22.63,49,5.14,10000.0,11.38,0.0,0.0,0,1,59714.0,1,958
10,23.91,65,0.51,10000.0,16.93,0.0,0.0,0,1,59866.0,1,6034
20,20.62,100,1.03,10000.0,20.62,0.0,0.0,0,1,59780.0,1,10312
1,26.45,83,2.57,10000.0,23.33,3.19,0.0,0,1,59641.0,1,1917
10,25.16,78,2.06,10000.0,21.05,0.0,0.0,0,1,59338.0,1,5892
21,23.18,100,0.51,5000.0,23.18,0.0,0.0,0,1,59373.0,1,7391
13,21.21,83,2.57,10000.0,18.21,0.0,0.0,0,1,59821.0,1,6056
21,24.06,100,0.51,9000.0,24.06,0.0,0.0,0,1,59397.0,1,8971
13,25.43,100,3.09,10000.0,25.43,0.0,0.0,0,1,59293.0,1,1624
5,30.92,48,2.57,10000.0,18.63,0.0,0.0,0,1,59261.0,1,2138
7,30.27,58,2.57,10000.0,21.09,0.0,0.0,0,0,59551.0,1,869
6,21.05,83,3.78,9150.339366515836,18.05,0.0,0.0,0,1,59670.0,1,152
3,27.52,89,3.6,10000.0,25.54,0.72,0.0,0,1,59475.0,1,669
8,26.02,73,4.12,10000.0,20.8,0.0,0.0,0,1,59312.0,1,11884
9,30.1,66,3.6,10000.0,23.05,0.0,0.0,0,1,59385.0,1,6635
17,23.21,78,3.09,10000.0,19.16,0.17,0.0,0,1,59321.0,1,11941
2,23.96,69,3.09,10000.0,17.93,0.0,0.0,0,1,59762.0,1,1305
3,28.55,51,4.63,10000.0,17.43,0.0,0.0,0,1,59187.0,1,1215
11,27.55,94,1.54,10000.0,26.5,0.0,0.0,0,1,59627.0,1,4991
3,31.37,70,1.03,10000.0,25.24,0.13,0.0,0,0,59595.0,1,844
13,18.04,88,1.54,10000.0,16.02,0.0,0.0,0,1,59749.0,1,5738
8,27.41,65,3.6,10000.0,20.25,0.0,0.0,0,1,59192.0,1,3426
16,25.01,100,1.03,10000.0,25.01,0.0,0.0,0,0,59560.0,1,5411
4,29.63,58,2.06,10000.0,20.49,0.0,0.0,0,1,59356.0,1,924
12,27.03,100,1.54,10000.0,27.03,0.0,0.0,0,0,59580.0,1,2885
2,23.36,81,2.06,10000.0,19.92,0.66,0.0,0,1,59210.0,1,963
22,18.69,77,1.03,10000.0,14.58,0.0,0.0,0,1,59878.0,1,5792
22,25.18,100,0.51,8000.0,25.18,0.0,0.0,0,1,59518.0,1,5595
2,28.14,80,3.54,9150.339366515836,24.36,0.0,0.0,0,1,59522.0,1,1546
18,24.49,100,1.03,9000.0,24.49,0.0,0.0,0,1,59394.0,1,16096
2,28.14,80,3.54,9150.339366515836,24.36,0.0,0.0,0,1,59522.0,1,1546
13,19.32,82,2.06,10000.0,16.17,0.0,0.0,0,1,59701.0,1,8470
2,28.44,54,3.6,10000.0,18.24,0.0,0.0,0,1,59186.0,1,1678
8,20.92,78,5.14,10000.0,16.94,0.0,0.0,0,1,59672.0,1,172
13,26.34,100,2.06,10000.0,26.34,0.0,0.0,0,0,59557.0,1,3903
7,25.3,41,2.57,10000.0,11.12,0.0,0.0,0,1,59719.0,1,10508
10,25.16,78,2.06,10000.0,21.05,0.0,0.0,0,1,59338.0,1,5892
18,25.93,97,2.06,10000.0,25.42,2.12,0.0,0,1,59490.0,1,6427
15,18.28,100,8.75,10000.0,18.28,2.87,0.0,0,1,59655.0,1,296
0,19.77,60,3.6,10000.0,11.79,0.0,0.0,0,1,59712.0,1,2656
13,11.6,58,4.63,10000.0,3.63,0.0,0.0,0,1,60373.0,1,7788
14,11.96,100,1.03,10000.0,11.96,0.0,0.0,0,1,60494.0,1,6746
10,17.09,88,1.8,9150.339366515836,15.09,0.0,0.0,0,1,60130.0,1,5434
20,10.45,100,1.54,10000.0,10.45,0.0,0.0,0,0,59972.0,1,7557
6,22.96,46,3.6,10000.0,10.73,0.0,0.0,0,1,60510.0,1,1500
6,20.14,40,1.54,10000.0,6.13,0.0,0.0,0,0,59958.0,1,1767
7,23.09,31,3.09,10000.0,5.06,0.0,0.0,0,1,60175.0,1,3177
14,15.01,100,0.51,7000.0,15.01,0.0,0.0,0,1,60134.0,1,6104
12,14.13,63,6.17,10000.0,7.2,0.0,0.0,0,1,60348.0,1,7930
3,15.51,100,3.6,10000.0,15.51,0.4,0.0,0,1,60411.0,1,399
5,17.8,52,2.06,10000.0,7.82,0.0,0.0,0,1,60581.0,1,1647
23,13.79,100,1.03,7000.0,13.79,0.0,0.0,0,1,60287.0,1,4061
10,17.73,77,2.57,10000.0,13.65,0.0,0.0,0,1,60514.0,1,6335
11,13.66,77,1.54,10000.0,9.71,0.0,0.0,0,1,60491.0,1,5998
5,22.73,56,2.06,10000.0,13.51,0.0,0.0,0,1,60197.0,1,861
2,16.98,61,2.62,9150.339366515836,9.41,0.0,0.0,0,1,60578.0,1,1060
3,19.31,64,3.6,10000.0,12.34,0.0,0.0,0,1,60051.0,1,700
6,16.03,97,1.54,10000.0,15.55,0.88,0.0,0,1,60414.0,1,1426
2,19.34,94,1.54,9000.0,18.35,0.2,0.0,0,1,60242.0,1,808
7,22.77,53,1.54,10000.0,12.7,0.0,0.0,0,1,60079.0,1,10058
20,8.48,93,1.54,10000.0,7.41,0.0,0.0,0,1,59948.0,1,8844
23,13.52,100,1.54,800.0,13.52,0.0,0.0,0,1,60071.0,1,3877
0,14.62,100,2.06,1500.0,14.62,0.0,0.0,0,1,60072.0,1,2759
14,16.16,94,1.03,10000.0,15.19,0.0,0.0,0,1,60086.0,1,6375
3,19.94,77,2.57,7000.0,15.79,0.0,0.0,0,1,60267.0,1,877
6,21.04,28,2.06,10000.0,1.85,0.0,0.0,0,1,60486.0,1,3366
15,13.03,100,2.06,10000.0,13.03,0.0,0.0,0,1,60039.0,1,4859
10,18.34,63,0.51,10000.0,11.18,0.0,0.0,0,0,60106.0,1,6347
7,19.42,30,5.14,10000.0,1.41,0.0,0.0,0,1,59935.0,1,9713
4,19.68,64,4.12,10000.0,12.69,0.0,0.0,0,1,60052.0,1,832
10,14.22,94,2.06,10000.0,13.27,0.0,0.0,0,1,60586.0,1,4075
8,19.22,52,5.14,10000.0,9.14,0.0,0.0,0,1,59912.0,1,1978
0,15.96,89,1.08,9150.339366515836,14.15,0.0,0.0,0,1,60144.0,1,2899
16,14.4,100,1.54,10000.0,14.4,0.0,0.0,0,1,60520.0,1,10289
9,15.02,48,5.66,10000.0,4.11,0.0,0.0,0,1,60369.0,1,4403
11,16.3,94,1.54,10000.0,15.33,0.0,0.0,0,1,60035.0,1,5711
3,20.72,61,1.15,9150.339366515836,12.94,0.0,0.0,0,1,60171.0,1,1261
10,16.63,72,1.54,10000.0,11.57,0.0,0.0,0,1,60394.0,1,4334
18,7.85,100,0.51,5000.0,7.85,0.0,0.0,0,1,60474.0,1,14302
21,9.84,71,4.12,10000.0,4.84,0.0,0.0,0,1,60381.0,1,4811
15,12.99,100,2.06,3500.0,12.99,0.0,0.0,0,1,60279.0,1,7569
20,10.59,87,3.09,10000.0,8.52,0.0,0.0,0,1,59924.0,1,7267
6,22.85,40,3.09,10000.0,8.55,0.0,0.0,0,1,60006.0,1,1789
13,9.92,87,2.06,10000.0,7.86,0.0,0.0,0,1,60445.0,1,5563
19,11.92,100,0.51,3000.0,11.92,0.0,0.0,0,1,60163.0,1,11020
5,19.14,34,3.6,10000.0,2.92,0.0,0.0,0,1,59933.0,1,1872
11,15.25,58,4.63,10000.0,7.05,0.0,0.0,0,1,59915.0,1,4854
10,16.19,44,5.14,10000.0,3.94,0.0,0.0,0,1,59914.0,1,3021
12,16.54,97,1.03,10000.0,16.06,0.72,0.0,0,1,60324.0,1,241
15,13.6,100,1.03,5000.0,13.6,0.0,0.0,0,1,60063.0,1,6808
8,21.05,70,1.95,9150.339366515836,15.37,0.0,0.0,0,1,60128.0,1,13225
21,16.4,100,5.14,10000.0,16.4,0.0,0.0,0,1,60333.0,1,2995
12,16.54,97,1.03,10000.0,16.06,0.72,0.0,0,1,60324.0,1,241
3,19.55,88,1.03,10000.0,17.51,0.0,0.0,0,1,60243.0,1,382
12,16.7,94,0.51,8000.0,15.73,0.0,0.0,0,1,60300.0,1,6473
8,18.0,72,5.14,10000.0,12.88,0.0,0.0,0,1,60344.0,1,4246
23,16.03,94,7.2,10000.0,15.07,0.0,0.0,0,1,60335.0,1,2422
17,17.85,94,0.51,10000.0,16.87,0.0,0.0,0,1,60209.0,1,10455
8,19.4,56,2.06,10000.0,10.41,0.0,0.0,0,1,60632.0,1,13003
23,11.3,100,1.03,8000.0,11.3,0.0,0.0,0,1,60599.0,1,3584
13,16.67,85,1.66,9150.339366515836,14.14,0.0,0.0,0,1,60157.0,1,6778
9,20.68,67,1.37,9150.339366515836,14.34,0.0,0.0,0,1,60513.0,1,5897
20,10.58,62,4.63,10000.0,3.61,0.0,0.0,0,1,60356.0,1,6043
1,10.98,77,1.39,9150.339366515836,7.11,0.0,0.0,0,1,60457.0,1,1642
1,13.71,63,2.06,10000.0,6.8,0.0,0.0,0,1,60385.0,1,1165
13,16.23,100,3.6,10000.0,16.23,1.31,0.0,0,1,60325.0,1,120
17,13.01,100,1.54,3500.0,13.01,0.0,0.0,0,1,60065.0,1,12381
16,13.26,100,2.06,4000.0,13.26,0.0,0.0,0,1,60064.0,1,8650
23,17.69,77,3.09,10000.0,13.61,0.0,0.0,0,1,60311.0,1,4436
21,14.54,100,1.03,10000.0,14.54,0.0,0.0,0,1,60405.0,1,6499
20,16.51,100,4.63,10000.0,16.51,0.0,0.0,0,1,60332.0,1,2454
7,17.99,59,4.12,10000.0,9.87,0.0,0.0,0,1,60463.0,1,9037
22,13.32,100,1.54,6000.0,13.32,0.0,0.0,0,1,60142.0,1,6973
7,17.99,59,4.12,10000.0,9.87,0.0,0.0,0,1,60463.0,1,9037
4,20.87,68,2.06,8000.0,14.75,0.0,0.0,0,1,60268.0,1,1201
9,19.31,60,2.57,10000.0,11.36,0.0,0.0,0,1,60177.0,1,6395
15,9.45,87,1.54,10000.0,7.4,0.0,0.0,0,1,60447.0,1,6508
16,11.71,100,2.06,10000.0,11.71,0.0,0.0,0,0,59968.0,1,10872
14,17.58,72,3.09,10000.0,12.48,0.0,0.0,0,0,60110.0,1,9975
20,16.92,100,2.06,10000.0,16.92,0.0,0.0,0,1,60236.0,1,9416
19,8.37,100,1.54,9000.0,8.37,0.0,0.0,0,1,60859.0,1,5866
11,17.94,100,1.03,10000.0,17.94,0.0,0.0,0,1,60707.0,1,6494
16,-1.38,80,1.54,10000.0,-4.04,0.0,0.0,0,1,61312.0,1,3466
11,8.7,66,2.06,10000.0,2.71,0.0,0.0,0,1,60827.0,1,5252
19,-2.66,86,0.51,10000.0,-4.44,0.0,0.0,0,1,61315.0,1,3194
3,13.48,47,5.14,10000.0,2.4,0.0,0.0,0,1,61227.0,1,531
7,11.5,32,4.12,10000.0,-4.08,0.0,0.0,0,1,60775.0,1,8918
1,8.15,57,2.41,9150.339366515836,0.15,0.0,0.0,0,1,60769.0,1,1305
7,9.91,34,4.12,10000.0,-4.62,0.0,0.0,0,1,61159.0,1,7459
3,9.0,43,2.06,10000.0,-2.57,0.0,0.0,0,1,61107.0,1,707
7,18.67,55,3.6,10000.0,9.46,0.0,0.0,0,1,60919.0,1,9402
2,1.27,100,1.54,10000.0,1.27,0.0,0.0,0,1,61274.0,1,135
7,12.77,43,2.06,10000.0,0.52,0.0,0.0,0,1,61207.0,1,1464
8,9.88,40,1.03,10000.0,-2.72,0.0,0.0,0,1,61184.0,1,3487
7,16.98,51,6.69,10000.0,6.78,0.0,0.0,0,1,60727.0,1,9183
11,-1.01,97,1.03,10000.0,-1.38,0.0,0.0,0,1,61283.0,1,629
21,0.22,100,1.54,10000.0,0.22,0.0,0.0,0,1,61101.0,1,5159
1,15.71,78,2.56,9150.339366515836,11.89,0.0,0.0,0,1,60697.0,1,2112
9,14.41,82,3.09,9000.0,11.38,0.0,0.0,0,1,60897.0,1,6265
15,11.65,94,0.51,7000.0,10.72,0.0,0.0,0,1,60951.0,1,6859
9,16.51,55,1.54,10000.0,7.45,0.0,0.0,0,1,60945.0,1,7038
8,14.57,44,3.09,10000.0,2.47,0.0,0.0,0,1,60824.0,1,11663
13,15.64,100,3.09,7000.0,15.64,0.0,0.0,0,1,61021.0,1,7962
5,20.33,43,3.6,10000.0,7.35,0.0,0.0,0,1,60941.0,1,1577
11,6.0,49,3.6,10000.0,-3.45,0.0,0.0,0,1,60779.0,1,4706
17,7.63,70,3.09,10000.0,2.51,0.0,0.0,0,1,60737.0,1,11575
0,10.45,93,1.54,10000.0,9.37,0.0,0.0,0,1,60864.0,1,2764
13,3.99,38,4.63,10000.0,-8.04,0.0,0.0,0,1,61045.0,1,5399
16,2.42,93,1.03,10000.0,1.41,0.0,0.0,0,1,61096.0,1,6900
16,2.95,75,4.12,10000.0,-0.92,0.24,0.0,0,1,61264.0,1,1814
19,1.77,93,2.06,800.0,0.76,0.0,0.14,0,1,61267.0,1,1246
8,16.18,63,3.6,10000.0,9.14,0.0,0.0,0,1,60920.0,1,12995
17,11.09,93,5.66,10000.0,10.0,0.0,0.0,0,1,61025.0,1,1068
16,-1.38,80,1.54,10000.0,-4.04,0.0,0.0,0,1,61312.0,1,3466
17,11.55,89,2.55,9150.339366515836,9.8,0.0,0.0,0,1,60689.0,1,10220
5,17.33,55,2.06,10000.0,8.21,0.28,0.0,0,1,60965.0,1,1621
16,10.56,76,4.63,10000.0,6.51,1.4,0.0,0,1,61240.0,1,7053
8,18.35,49,5.14,10000.0,7.46,0.0,0.0,0,1,60992.0,1,10837
6,6.83,23,3.09,10000.0,-11.47,0.0,0.0,0,1,61062.0,1,2745
21,-4.98,82,1.65,9150.339366515836,-7.28,0.0,0.0,0,1,61317.0,1,2400
21,4.46,94,2.06,9000.0,3.58,0.0,0.0,0,1,60837.0,1,5821
1,8.22,57,1.54,10000.0,0.21,0.0,0.0,0,1,60817.0,1,1475
13,-0.31,47,2.57,10000.0,-9.16,0.0,0.0,0,1,61069.0,1,4091
4,2.12,75,3.6,10000.0,-1.63,0.0,0.0,0,1,61300.0,1,157
6,17.72,51,6.17,10000.0,7.47,0.0,0.0,0,1,60726.0,1,3513
17,-1.51,100,1.03,600.0,-1.51,0.0,0.16,0,1,61289.0,1,2171
18,-1.53,69,1.03,10000.0,-5.91,0.0,0.0,0,1,61074.0,1,10081
8,0.33,74,3.09,10000.0,-3.32,0.0,0.0,0,1,61280.0,1,2233
1,18.09,55,5.14,10000.0,8.92,0.0,0.0,0,1,60673.0,1,2535
22,0.36,100,1.03,300.0,0.36,0.0,0.0,0,1,61366.0,1,2009
2,1.27,100,1.54,10000.0,1.27,0.0,0.0,0,1,61274.0,1,135
12,0.76,100,1.54,10000.0,0.76,0.0,0.0,0,1,61332.0,1,3224
17,8.25,100,1.03,6000.0,8.25,0.0,0.0,0,1,60881.0,1,8625
2,3.23,70,1.54,10000.0,-1.51,0.0,0.0,0,1,61346.0,1,1104
0,7.3,100,2.06,5000.0,7.3,0.0,0.0,0,1,61128.0,1,1997
19,2.59,93,0.51,10000.0,1.57,0.0,0.0,0,1,60763.0,1,8104
0,2.14,65,2.06,10000.0,-3.32,0.0,0.0,0,1,61176.0,1,2430
5,5.54,81,3.6,10000.0,2.54,0.0,0.0,0,1,61349.0,1,640
17,1.17,100,1.54,10000.0,1.17,0.0,0.0,0,1,61193.0,1,6421
11,11.57,100,1.03,10000.0,11.57,0.0,0.0,0,1,60875.0,1,5440
15,7.39,100,1.54,6000.0,7.39,0.0,0.0,0,1,60927.0,1,6349
18,-0.61,74,1.54,10000.0,-4.2,0.0,0.0,0,1,61170.0,1,10553
1,8.15,57,2.41,9150.339366515836,0.15,0.0,0.0,0,1,60769.0,1,1305
1,13.87,94,2.06,8000.0,12.92,0.0,0.0,0,1,60649.0,1,1932
6,1.55,100,1.03,10000.0,1.55,0.0,0.0,0,1,61278.0,1,317
14,16.61,100,3.09,10000.0,16.61,0.1,0.0,0,1,60710.0,1,8899
5,6.41,20,3.09,10000.0,-13.34,0.0,0.0,0,1,61061.0,1,1295
0,3.58,80,1.11,9150.339366515836,0.46,0.0,0.0,0,1,61104.0,1,1877
20,1.71,100,1.03,10000.0,1.71,0.0,0.0,0,1,60764.0,1,6289
11,14.3,88,1.03,10000.0,12.34,0.0,0.0,0,1,60659.0,1,5782
21,15.39,100,1.03,10000.0,15.39,0.0,0.0,0,1,60717.0,1,5059
11,12.41,100,2.06,7000.0,12.41,0.0,0.0,0,1,60899.0,1,5203
4,9.43,46,2.06,10000.0,-1.41,0.0,0.0,0,1,61108.0,1,581
3,9.0,43,2.06,10000.0,-2.57,0.0,0.0,0,1,61107.0,1,707
11,6.0,49,3.6,10000.0,-3.45,0.0,0.0,0,1,60779.0,1,4706
9,6.34,36,6.17,10000.0,-6.78,0.0,0.0,0,1,61041.0,1,3327
7,2.62,65,1.03,10000.0,-2.91,0.0,0.0,0,1,61327.0,1,4040
7,16.04,65,2.06,10000.0,9.47,0.0,0.0,0,1,60967.0,1,7457
10,11.82,54,4.63,10000.0,2.82,0.0,0.0,0,1,60730.0,1,4658
22,0.5,100,1.03,10000.0,0.5,0.0,0.0,0,1,61198.0,1,3186
6,3.86,56,2.57,10000.0,-3.64,0.0,0.0,3,1,61830.0,1,2089
22,-1.85,83,1.68,9150.339366515836,-4.06,0.0,0.0,3,1,61438.0,1,3250
22,-6.98,80,1.54,10000.0,-9.53,0.0,0.0,3,1,61918.0,1,2547
4,3.42,22,2.57,10000.0,-14.58,0.0,0.0,3,1,61636.0,1,520
4,-0.52,33,4.63,10000.0,-13.3,0.0,0.0,3,1,61876.0,1,319
7,0.93,36,2.57,10000.0,-11.11,0.0,0.0,3,1,61879.0,1,673
22,-3.06,64,1.54,10000.0,-8.25,0.0,0.0,3,1,61822.0,1,2735
20,-2.41,100,0.51,10000.0,-2.41,0.0,0.0,3,1,61460.0,1,4217
9,1.1,37,1.54,10000.0,-10.67,0.0,0.0,3,1,61641.0,1,4579
7,5.47,44,4.63,10000.0,-5.15,0.0,0.0,3,1,61903.0,1,4574
1,-4.59,44,5.14,10000.0,-13.89,0.0,0.0,3,1,61873.0,1,937
22,-4.48,68,2.57,10000.0,-8.93,0.0,0.0,3,1,61534.0,1,2177
0,-0.84,53,1.03,10000.0,-8.29,0.0,0.0,3,1,61656.0,1,1676
10,-0.14,55,1.03,10000.0,-7.2,0.0,0.0,3,1,61906.0,1,2310
1,-0.94,67,1.03,10000.0,-5.68,0.0,0.0,3,0,61945.0,1,1063
12,-1.51,69,3.09,10000.0,-5.89,0.0,0.0,3,1,61908.0,1,2952
15,-4.45,57,4.12,10000.0,-10.89,0.0,0.0,3,1,62007.0,1,3388
3,4.88,36,2.57,10000.0,-7.94,0.0,0.0,3,1,61443.0,1,564
23,-4.63,61,3.09,10000.0,-10.3,0.0,0.0,3,1,61679.0,1,1925
5,2.2,34,1.54,10000.0,-10.73,0.0,0.0,3,1,61805.0,1,966
4,2.48,29,4.12,10000.0,-12.28,0.0,0.0,3,1,61540.0,1,427
3,1.76,44,1.03,10000.0,-8.17,0.0,0.0,3,1,61827.0,1,604
18,-3.94,55,3.09,10000.0,-10.81,0.0,0.0,3,1,61674.0,1,7212
5,2.85,30,3.09,10000.0,-11.61,0.0,0.0,3,1,61925.0,1,948
8,1.32,56,3.6,10000.0,-5.76,0.0,0.0,3,1,61520.0,1,2665
13,-2.66,64,6.69,10000.0,-7.87,0.0,0.0,3,1,62005.0,1,3056
17,-3.46,55,2.06,10000.0,-10.35,0.0,0.0,3,1,61673.0,1,6515
4,0.08,69,6.17,5000.0,-4.36,0.0,0.0,3,1,61852.0,1,297
6,6.68,43,4.63,10000.0,-4.44,0.0,0.0,3,1,61590.0,1,2380
5,3.55,52,3.09,10000.0,-4.77,0.0,0.0,3,1,61829.0,1,983
15,1.99,76,3.09,10000.0,-1.58,0.0,0.0,3,1,61479.0,1,4097
11,1.0,60,2.57,10000.0,-5.22,0.0,0.0,3,1,61595.0,1,3472
1,9.53,93,2.06,8000.0,8.46,0.14,0.0,3,1,61393.0,1,675
5,3.38,25,4.63,10000.0,-13.21,0.0,0.0,3,1,62093.0,1,825
18,-5.91,46,2.57,10000.0,-14.63,0.0,0.0,3,1,61986.0,1,6017
19,1.09,63,3.09,10000.0,-4.57,0.0,0.0,3,1,61483.0,1,4027
19,0.49,97,4.63,5000.0,0.07,0.0,0.48,3,1,61843.0,1,4292
13,-3.09,67,1.03,10000.0,-7.76,0.0,0.0,3,1,61933.0,1,3272
2,1.19,60,1.54,10000.0,-5.06,0.0,0.0,3,0,61946.0,1,822
15,-2.18,62,1.03,10000.0,-7.77,0.0,0.0,3,1,61743.0,1,2623
9,3.38,70,2.57,10000.0,-1.38,0.0,0.0,3,0,61953.0,1,1757
3,4.51,39,6.69,10000.0,-7.32,0.0,0.0,3,1,61491.0,1,632
10,-0.14,55,1.03,10000.0,-7.2,0.0,0.0,3,1,61906.0,1,2310
8,2.03,32,2.06,10000.0,-11.54,0.0,0.0,3,1,61640.0,1,8582
1,-0.51,55,1.03,10000.0,-7.55,0.0,0.0,3,1,61729.0,1,731
22,-7.36,68,1.54,10000.0,-11.72,0.0,0.0,3,1,61774.0,1,2575
16,-3.59,58,1.03,10000.0,-9.88,0.0,0.0,3,1,61720.0,1,3471
19,-1.47,69,4.12,10000.0,-5.85,0.0,0.0,3,1,61411.0,1,6241
19,-1.72,50,0.51,10000.0,-9.78,0.0,0.0,3,1,61651.0,1,5042
8,1.03,43,4.12,10000.0,-9.03,0.0,0.0,3,1,61760.0,1,8098
18,-0.74,75,1.77,9150.339366515836,-4.17,0.0,0.0,3,1,61458.0,1,8711
4,2.48,29,4.12,10000.0,-12.28,0.0,0.0,3,1,61540.0,1,427
20,-5.58,81,1.03,10000.0,-8.01,0.0,0.0,3,1,61724.0,1,2010
3,-2.19,39,4.12,10000.0,-12.99,0.0,0.0,3,1,61779.0,1,517
21,-2.12,100,1.03,10000.0,-2.12,0.0,0.0,3,1,61437.0,1,3905
8,2.45,41,2.57,10000.0,-8.41,0.0,0.0,3,1,61424.0,1,8850
3,1.88,44,1.54,10000.0,-8.07,0.0,0.0,3,1,61899.0,1,348
19,-3.61,68,0.51,10000.0,-8.09,0.0,0.0,3,1,61507.0,1,4963
15,-0.08,65,1.03,10000.0,-5.21,0.0,0.0,3,1,61599.0,1,3947
17,-2.99,76,0.51,10000.0,-6.21,0.0,0.0,3,1,61937.0,1,6142
7,3.89,59,3.09,10000.0,-2.99,0.0,0.0,3,1,61831.0,1,5029
20,-4.69,93,1.03,5000.0,-5.54,0.0,0.0,3,1,61580.0,1,4215
23,0.43,93,4.12,3500.0,-0.5,0.0,0.0,3,1,61847.0,1,876
17,-3.27,72,0.51,10000.0,-7.11,0.0,0.0,3,1,62033.0,1,3074
13,0.77,80,0.51,10000.0,-2.02,0.0,0.0,3,1,61573.0,1,3426
3,2.39,30,2.06,10000.0,-11.98,0.0,0.0,3,1,61635.0,1,587
3,4.88,36,2.57,10000.0,-7.94,0.0,0.0,3,1,61443.0,1,564
9,2.61,60,2.57,10000.0,-3.87,0.0,0.0,3,1,61449.0,1,4511
