,Hour,dayofweek,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Rainfall(mm),Snowfall (cm),hour diff,isWeekend,Holiday,weather_Clouds,weather_Drizzle,weather_Dust,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Snow,weather_Thunderstorm,rental_cnt
375,8,5,25.0,33,4.12,10000.0,7.63,0.0,0.0,56312.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853
376,7,5,26.29,33,4.12,10000.0,8.75,0.0,0.0,56311.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3130
377,9,2,23.98,43,4.12,10000.0,10.65,0.0,0.0,56913.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7624
378,15,6,15.01,94,4.63,7000.0,14.05,0.3,0.0,56343.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140
379,0,0,18.9,79,1.7,9150.339366515836,15.18,0.0,0.0,56688.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534
380,10,3,15.44,51,3.6,10000.0,5.36,0.0,0.0,56602.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028
381,18,5,15.03,100,0.51,10000.0,15.03,0.0,0.0,56658.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11337
382,16,2,15.4,72,1.03,10000.0,10.38,0.0,0.0,56920.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9265
383,3,2,21.67,71,2.58,9150.339366515836,16.19,0.0,0.0,56739.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944
384,10,3,20.91,53,0.51,10000.0,10.98,0.0,0.0,56938.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5266
385,20,5,11.34,100,2.06,3200.0,11.34,0.0,0.0,56492.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100
386,11,3,16.6,51,2.06,10000.0,6.43,0.0,0.0,56267.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6277
387,12,2,8.53,93,6.69,10000.0,7.46,2.57,0.0,56580.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5758
388,11,0,14.03,88,3.09,9000.0,12.08,0.0,0.0,56363.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589
389,23,0,18.02,68,3.09,10000.0,12.03,0.0,0.0,56879.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196
390,11,1,16.79,45,1.03,10000.0,4.8,0.0,0.0,56555.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6225
391,10,4,20.33,53,3.09,10000.0,10.45,0.0,0.0,56626.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5482
392,21,6,16.54,88,0.51,10000.0,14.55,0.0,0.0,56685.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7391
393,15,3,17.84,77,2.06,10000.0,13.76,0.0,0.0,56943.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6809
394,10,6,21.28,60,4.12,10000.0,13.21,0.0,0.0,56674.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950
395,22,6,17.38,82,0.0,10000.0,14.28,0.0,0.0,56686.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5610
396,10,0,13.91,88,2.57,10000.0,11.96,0.0,0.0,56362.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536
397,5,0,24.28,43,4.63,10000.0,10.92,0.0,0.0,56525.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813
398,0,3,18.43,73,1.54,8000.0,13.51,0.0,0.0,56760.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3241
399,4,4,22.08,35,5.66,10000.0,5.92,0.0,0.0,56452.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859
400,1,6,21.64,43,3.09,10000.0,8.54,0.0,0.0,57001.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720
401,22,5,17.43,70,1.03,10000.0,11.91,0.0,0.0,56998.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6894
402,13,3,20.07,56,1.03,10000.0,11.03,0.0,0.0,57109.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7419
403,21,4,18.09,91,1.03,6000.0,16.6,0.14,0.0,57141.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6525
404,16,2,18.43,82,1.03,10000.0,15.3,0.0,0.0,57088.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9182
405,16,6,19.24,77,0.0,10000.0,15.11,0.0,0.0,57352.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8209
406,17,1,19.4,94,3.09,10000.0,18.41,0.0,0.0,57569.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13248
407,18,5,19.9,91,1.95,9150.339366515836,18.39,0.0,0.0,57330.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9311
408,13,6,23.42,78,1.54,8000.0,19.37,0.15,0.0,57517.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6538
409,3,3,28.09,42,1.54,9000.0,13.98,0.0,0.0,57099.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521
410,4,0,27.79,61,5.66,10000.0,19.58,0.0,0.0,57532.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717
411,10,3,24.19,50,2.57,10000.0,13.12,0.0,0.0,57106.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5912
412,22,4,17.74,94,2.57,7000.0,16.76,1.18,0.0,57142.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5841
413,8,5,26.96,61,5.14,10000.0,18.8,0.0,0.0,57320.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4331
414,18,6,18.2,100,0.0,6000.0,18.2,0.0,0.0,57186.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10221
415,19,1,19.17,100,0.51,8000.0,19.17,0.0,0.0,57403.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12334
416,9,4,26.11,65,3.6,10000.0,19.02,0.0,0.0,57297.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6827
417,10,2,23.86,60,3.6,10000.0,15.63,0.0,0.0,57250.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4972
418,23,3,24.27,61,1.03,10000.0,16.28,0.0,0.0,57623.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5069
419,11,5,24.87,97,5.66,4500.0,24.36,4.32,0.0,57659.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6401
420,9,6,24.83,64,5.14,10000.0,17.56,0.0,0.0,57177.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4902
421,5,2,30.16,42,5.14,10000.0,15.84,0.0,0.0,57245.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118
422,10,6,20.8,43,4.63,10000.0,7.78,0.0,0.0,57010.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5871
423,16,3,23.02,68,1.54,10000.0,16.8,0.0,0.0,57448.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7913
424,4,1,30.93,45,3.09,10000.0,17.62,0.0,0.0,57388.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984
425,6,1,31.33,45,4.12,10000.0,17.98,0.0,0.0,57390.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4986
426,4,2,28.95,45,2.06,10000.0,15.83,0.0,0.0,57580.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986
427,19,5,23.04,100,1.03,5000.0,23.04,0.0,0.0,57499.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4059
428,20,3,18.49,100,1.03,10000.0,18.49,0.0,0.0,57620.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401
429,23,2,22.6,69,1.03,10000.0,16.63,0.0,0.0,57263.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4659
430,4,3,33.41,33,1.03,10000.0,14.95,0.0,0.0,57436.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977
431,9,0,25.94,65,4.63,10000.0,18.86,0.0,0.0,57201.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6904
432,11,6,23.3,94,3.09,10000.0,22.28,0.0,0.0,57683.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3126
433,19,1,17.16,81,2.02,9150.339366515836,13.88,0.0,0.0,57067.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12870
434,21,4,18.09,91,1.03,6000.0,16.6,0.14,0.0,57141.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6525
435,13,5,19.83,59,2.61,9150.339366515836,11.59,0.0,0.0,56989.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8916
436,3,0,27.58,61,4.63,10000.0,19.39,0.0,0.0,57531.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647
437,12,6,22.77,53,1.54,10000.0,12.7,0.0,0.0,57348.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6395
438,3,3,29.77,40,1.54,10000.0,14.73,0.0,0.0,57603.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131
439,21,0,14.77,77,2.06,10000.0,10.78,0.0,0.0,57045.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9453
440,8,0,27.98,57,5.14,10000.0,18.67,0.0,0.0,57200.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13231
441,12,6,22.77,53,1.54,10000.0,12.7,0.0,0.0,57348.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6395
442,18,2,18.85,94,0.51,10000.0,17.86,0.0,0.0,57258.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17003
443,1,1,24.64,56,3.68,9150.339366515836,15.29,0.0,0.0,57553.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254
444,2,0,26.64,74,4.12,10000.0,21.62,0.0,0.0,57530.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813
445,8,3,28.61,54,5.66,10000.0,18.39,0.0,0.0,57104.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113
446,10,0,24.14,78,5.14,10000.0,20.06,0.0,0.0,57202.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850
447,0,4,21.11,56,1.03,10000.0,12.0,0.0,0.0,57120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439
448,10,3,26.46,61,3.6,10000.0,18.33,0.0,0.0,57274.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4819
449,21,6,21.85,100,0.51,8000.0,21.85,0.0,0.0,57693.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6858
450,4,3,31.05,35,3.09,10000.0,13.8,0.0,0.0,57268.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004
451,4,2,29.69,48,3.6,10000.0,17.51,0.0,0.0,57244.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900
452,17,5,24.46,94,5.66,8000.0,23.43,0.55,0.0,57665.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8172
453,20,5,18.9,93,1.13,9150.339366515836,17.74,0.0,0.0,57332.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8667
454,21,4,18.09,91,1.03,6000.0,16.6,0.14,0.0,57141.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6525
455,4,4,26.63,44,2.57,10000.0,13.38,0.0,0.0,57124.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849
456,13,5,19.83,59,2.61,9150.339366515836,11.59,0.0,0.0,56989.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8916
457,1,4,22.63,53,2.06,10000.0,12.57,0.0,0.0,57121.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073
458,4,2,28.43,42,2.06,10000.0,14.29,0.0,0.0,57076.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879
459,19,1,18.26,100,1.54,8000.0,18.26,0.0,0.0,57235.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12361
460,4,3,31.05,35,3.09,10000.0,13.8,0.0,0.0,57268.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004
461,8,3,30.81,37,6.17,10000.0,14.45,0.0,0.0,57440.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12953
462,3,2,32.11,40,1.03,10000.0,16.81,0.0,0.0,57411.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046
463,5,2,30.16,42,5.14,10000.0,15.84,0.0,0.0,57245.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118
464,23,2,24.96,61,1.54,10000.0,16.92,0.0,0.0,57431.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4677
465,23,0,20.94,46,2.57,10000.0,8.9,0.0,0.0,57047.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4311
466,10,0,24.94,36,4.63,10000.0,8.85,0.0,0.0,57034.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4904
467,22,5,17.43,70,1.03,10000.0,11.91,0.0,0.0,56998.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6894
468,12,5,22.77,83,2.57,10000.0,19.73,0.0,0.0,57324.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332
469,18,6,21.89,100,2.57,10000.0,21.89,1.03,0.0,57522.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9108
470,18,6,21.89,100,2.57,10000.0,21.89,1.03,0.0,57522.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9108
471,9,5,26.02,69,4.12,10000.0,19.89,0.27,0.0,57321.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5475
472,19,5,14.63,82,2.06,10000.0,11.59,0.0,0.0,56995.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10088
473,6,4,31.2,48,4.63,10000.0,18.89,0.0,0.0,57462.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4686
474,7,0,28.82,37,5.14,10000.0,12.69,0.0,0.0,57367.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10704
475,7,5,23.59,88,3.6,10000.0,21.49,4.54,0.0,57487.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2852
476,22,3,18.95,73,0.51,10000.0,14.01,0.0,0.0,57118.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6239
477,11,1,21.27,49,2.57,10000.0,10.14,0.0,0.0,57059.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5849
478,3,3,29.77,40,1.54,10000.0,14.73,0.0,0.0,57603.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131
479,16,5,17.13,63,3.6,10000.0,10.04,0.0,0.0,56992.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10469
480,20,4,27.09,89,2.57,10000.0,25.12,0.0,0.0,58316.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6046
481,1,4,26.73,83,2.57,6000.0,23.6,0.0,0.0,58129.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316
482,10,5,26.65,89,7.72,10000.0,24.69,0.0,0.0,57826.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4993
483,3,3,31.25,74,2.06,10000.0,26.06,0.0,0.0,58275.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921
484,2,1,26.44,92,5.14,10000.0,25.03,0.21,0.0,58226.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,682
485,10,1,26.49,89,2.06,10000.0,24.53,0.0,0.0,58234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1945
486,13,5,24.77,88,5.14,10000.0,22.65,0.0,0.0,57829.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6462
487,22,2,27.08,94,2.06,10000.0,26.03,0.0,0.0,58270.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6533
488,3,2,29.73,70,2.06,10000.0,23.67,0.0,0.0,57915.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447
489,20,4,23.5,95,0.88,9150.339366515836,22.65,0.0,0.0,57980.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9156
490,4,1,28.97,66,6.17,10000.0,21.98,0.0,0.0,58060.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,847
491,10,1,28.38,89,3.6,10000.0,26.39,0.0,0.0,58402.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420
492,22,1,24.25,88,2.06,10000.0,22.14,0.27,0.0,57910.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2791
493,6,1,30.26,70,3.6,10000.0,24.18,0.0,0.0,58398.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762
494,14,0,23.53,88,1.03,10000.0,21.43,0.0,0.0,57710.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330
495,3,1,29.21,74,3.6,10000.0,24.1,0.0,0.0,58395.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882
496,15,0,23.17,100,1.03,10000.0,23.17,0.0,0.0,57879.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263
497,16,6,27.59,89,5.66,10000.0,25.61,0.0,0.0,58360.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942
498,5,2,31.7,62,4.63,10000.0,23.52,0.0,0.0,58421.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866
499,21,3,22.48,100,3.09,7000.0,22.48,0.13,0.0,57789.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6681
500,12,5,26.36,83,1.03,7000.0,23.24,0.0,0.0,57996.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6527
501,0,5,25.57,92,3.6,10000.0,24.17,0.0,0.0,58152.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3773
502,3,2,26.21,89,5.66,10000.0,24.25,0.53,0.0,58083.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220
503,1,3,25.38,73,3.6,6000.0,20.19,0.0,0.0,57769.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198
504,3,1,29.6,66,3.6,10000.0,22.57,0.19,0.0,58059.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,953
505,13,3,23.29,91,1.51,9150.339366515836,21.74,0.0,0.0,57949.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5256
506,0,5,25.57,92,3.6,10000.0,24.17,0.0,0.0,58152.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3773
507,2,5,26.14,83,4.63,10000.0,23.02,0.28,0.0,58154.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1930
508,17,2,27.36,89,1.54,10000.0,25.38,0.0,0.0,58433.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9662
509,5,2,26.96,100,5.14,10000.0,26.96,0.16,0.0,58085.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,958
510,16,0,23.58,100,0.51,10000.0,23.58,0.0,0.0,57712.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7947
511,12,2,27.35,94,2.06,10000.0,26.3,0.15,0.0,58260.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4855
512,12,1,24.2,94,5.66,10000.0,23.17,1.37,0.0,57732.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101
513,5,4,25.83,71,4.63,10000.0,20.17,0.0,0.0,57797.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946
514,11,2,25.91,100,2.06,10000.0,25.91,0.16,0.0,58091.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2329
515,3,6,31.01,66,6.17,10000.0,23.91,0.14,0.0,58347.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1005
516,12,3,23.39,94,2.06,10000.0,22.37,0.0,0.0,57948.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5630
517,4,3,26.85,83,4.12,7000.0,23.72,0.0,0.0,57940.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893
518,10,4,23.91,78,3.6,10000.0,19.84,0.0,0.0,57802.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5135
519,0,4,24.17,94,4.63,10000.0,23.14,0.0,0.0,57792.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465
520,3,5,26.28,83,3.6,10000.0,23.16,0.38,0.0,58155.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1318
521,4,1,25.82,83,4.12,10000.0,22.71,1.02,0.0,57892.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,739
522,3,4,26.52,78,1.54,7000.0,22.37,0.0,0.0,57963.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1086
523,9,0,28.11,65,4.12,10000.0,20.91,0.0,0.0,57705.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6948
524,18,0,22.54,100,1.03,10000.0,22.54,0.0,0.0,57714.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17069
525,17,0,25.83,94,1.03,10000.0,24.79,0.21,0.0,58049.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11537
526,15,2,23.73,94,3.09,3500.0,22.71,0.0,0.0,57759.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6531
527,21,3,26.16,100,3.09,10000.0,26.16,0.0,0.0,58293.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759
528,17,4,27.27,94,3.09,10000.0,26.22,0.75,0.0,58313.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5784
529,13,2,27.91,89,2.06,10000.0,25.93,0.0,0.0,58429.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717
530,14,1,26.78,94,1.54,10000.0,25.73,0.0,0.0,58406.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4625
531,12,6,27.85,89,5.14,10000.0,25.87,0.0,0.0,58356.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4882
532,21,0,25.01,94,0.51,10000.0,23.98,0.0,0.0,58053.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8510
533,7,2,25.64,78,5.14,10000.0,21.52,0.0,0.0,57751.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834
534,1,2,27.09,95,2.06,10000.0,26.22,0.13,0.0,58249.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1007
535,1,3,29.45,84,2.57,10000.0,26.46,0.0,0.0,58273.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979
536,14,5,25.0,83,1.03,8000.0,21.91,0.0,0.0,57998.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5988
537,6,4,29.3,63,1.03,9000.0,21.53,0.0,0.0,57966.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4430
538,2,5,30.35,70,4.63,10000.0,24.26,0.0,0.0,58322.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618
539,12,2,26.01,89,6.17,10000.0,24.05,0.15,0.0,58092.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3025
540,6,1,22.56,100,4.12,4000.0,22.56,2.76,0.0,57726.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3812
541,15,6,25.72,74,3.6,10000.0,20.74,0.0,0.0,58023.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6098
542,4,3,26.85,83,4.12,7000.0,23.72,0.0,0.0,57940.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893
543,10,3,25.08,100,1.03,10000.0,25.08,0.0,0.0,58114.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
544,2,1,25.39,78,2.06,10000.0,21.28,0.0,0.0,57890.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095
